Number,Name,a,e,i,H,H_std,D,D_std,P,P_std,P (LCDB),l1,b1,l2,b2,l3,b3,l4,b4,Mag(min),Mag(max),u,u_sigma,g,g_sigma,r,r_sigma,i,i_sigma,z,z_sigma,dadt (papers),dadt_std (papers),snr_papers,dadt (JPL),dadt_sigma (JPL),snr_jpl
18736,1998NU,2.353526787,0.488703924,2.807239328,15.9,nan,nan,nan,2.475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.26,21.99,0.32,21.5,0.07,20.92,0.06,20.65,0.06,21.25,0.42,-0.001542,0.0008300000000000001,1.86,nan,nan,nan
6239,Minos,1.151399147,0.41264416,3.942233681,18.5,nan,nan,nan,3.556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000679,0.00037,1.84,nan,nan,nan
190758,2001QH96,1.749166591,0.364541082,13.95286203,18.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004952000000000001,0.00271,1.83,nan,nan,nan
88254,2001FM129,1.182372421,0.629473977,1.522251766,17.7,nan,0.8,0.012,38.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0010550000000000002,0.00058,1.82,nan,nan,nan
474574,2004FG1,1.751298273,0.284998006,24.1759042,19.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0032770000000000004,0.00185,1.77,nan,nan,nan
162882,2001FD58,1.092300466,0.575153588,6.497241251,18.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00145,0.00082,1.77,nan,nan,nan
2202,Pele,2.290252276,0.51269789,8.742264561,17.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002507,0.00143,1.75,nan,nan,nan
161999,1989RC,2.314957447,0.512797387,7.374294795,18.7,nan,0.458,0.023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0038200000000000005,0.00218,1.75,nan,nan,nan
516435,2004FJ29,0.913258954,0.349112851,33.43944851,21.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001593,0.0009199999999999999,1.73,nan,nan,nan
452389,2002NW16,1.10879516,0.030351871,14.16476422,18.1,nan,0.846,0.009,46.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000933,0.00054,1.73,nan,nan,nan
163081,2002AG29,1.086683572,0.203262965,11.49979547,18.5,nan,nan,nan,19.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013599999999999999,0.00079,1.72,nan,nan,nan
NaN,2004BG41,2.508019972,0.610230363,2.980520274,24.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.005125,0.003,1.71,nan,nan,nan
215442,2002MQ3,0.913708177,0.274324017,36.28616476,18.5,nan,1.075,0.016,473.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0020469999999999998,0.0012,1.71,nan,nan,nan
4769,Castalia,1.063147864,0.483232308,8.885519032,16.9,nan,1.4,nan,4.095,nan,nan,253.0,-56.0,242.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0005099999999999999,0.0003,1.7,nan,nan,nan
11885,Summanus,1.703268931,0.474902213,19.41789684,18.5,nan,1.298,0.446,7.368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001782,0.00105,1.7,nan,nan,nan
230549,2003BH,1.456359376,0.356117742,13.11454956,20.5,nan,0.217,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.69,1.22,20.47,0.03,19.7,0.02,19.53,0.02,19.7,0.09,0.002548,0.00151,1.69,nan,nan,nan
162162,1999DB7,1.205803963,0.194761176,10.84081223,19.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001895,0.0011300000000000001,1.68,nan,nan,nan
418849,2008WM64,1.005386557,0.106462443,33.52701774,20.6,nan,nan,nan,2.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.62,0.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0021420000000000002,0.00128,1.67,nan,nan,nan
497113,2004EK1,1.249792456,0.250858857,11.64276046,22.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001704,0.00103,1.65,nan,nan,nan
137924,2000BD19,0.876441657,0.895001984,25.7321734,17.2,nan,0.97,0.039,10.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.67,0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00221,0.00135,1.64,nan,nan,nan
240320,2003HS42,1.45895989,0.121293568,15.82309033,20.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003187,0.00196,1.63,nan,nan,nan
4197,Morpheus,2.295124784,0.772419302,12.5941045,14.9,nan,1.8,nan,3.538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28,0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001281,0.0008,1.6,nan,nan,nan
469445,2002LT24,0.720075601,0.495822884,0.763423589,22.1,nan,0.143,0.024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0029649999999999998,0.00186,1.59,nan,nan,nan
190491,2000FJ10,1.319289576,0.23454567,5.281345304,20.9,nan,nan,nan,2.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002602,0.0016699999999999998,1.56,nan,nan,nan
NaN,2004SC56,0.767613773,0.428426335,4.781466672,22.7,nan,0.291,0.042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004291,0.00278,1.54,nan,nan,nan
433953,1997XR2,1.076194174,0.200866322,7.192041993,20.7,nan,0.259,0.086,9.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0014810000000000001,0.0009699999999999999,1.53,nan,nan,nan
7482,1994PC1,1.346161268,0.328304587,33.48902941,16.5,nan,1.052,0.303,2.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001275,0.00084,1.52,nan,nan,nan
3362,Khufu,0.989524068,0.468478623,9.916906008,18.3,nan,0.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0017870000000000002,0.00118,1.51,nan,nan,nan
3753,Cruithne,0.997697006,0.514844172,19.80628092,15.6,nan,2.071,0.106,27.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0005139999999999999,0.00033999999999999997,1.51,nan,nan,nan
276770,2004HC,0.789165485,0.598656868,28.98091463,19.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003811,0.00253,1.51,nan,nan,nan
488789,2004XK50,1.451277602,0.688673761,38.2162289,19.3,nan,1.039,0.077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005604,0.00373,1.5,nan,nan,nan
369986,1998SO,0.731531633,0.698552003,30.34228866,20.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012289999999999998,0.00082,1.5,nan,nan,nan
488453,1994XD,2.346743987,0.73380251,4.310618873,19.1,nan,nan,nan,2.736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004169,0.0028,1.49,nan,nan,nan
276033,2002AJ129,1.370451864,0.914932461,15.45655918,18.7,nan,nan,nan,3.922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002184,0.00147,1.49,nan,nan,nan
5693,1993EA,1.2709458,0.585148437,5.054676357,16.7,nan,nan,nan,2.496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0006349999999999999,0.00043,1.48,nan,nan,nan
249886,2001RY11,1.483183563,0.283321146,22.84630824,17.4,nan,1.201,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003139,0.00217,1.45,nan,nan,nan
164202,2004EW,0.988185614,0.279124113,4.669508025,20.8,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00187,0.0013,1.44,nan,nan,nan
11398,1998YP11,1.72063349,0.388974219,15.02583958,16.3,nan,1.316,0.349,38.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000517,0.00036,1.44,nan,nan,nan
7822,1991CS,1.122920698,0.164646301,37.12099026,17.4,nan,1.602,0.012,2.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0008029999999999999,0.00056,1.43,nan,nan,nan
11405,1999CV3,1.459582058,0.393807827,22.86335306,15.2,nan,3.621,0.063,6.504,nan,nan,25.0,-17.0,148.0,64.0,nan,nan,nan,nan,0.5,0.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000754,0.00053,1.42,nan,nan,nan
7888,1993UC,2.435467688,0.66414746,26.08460992,15.1,nan,2.298,0.733,2.337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003771,0.00266,1.42,nan,nan,nan
3551,Verenia,2.092937415,0.48684956,9.507094978,16.6,nan,0.9,nan,4.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0.15,24.31,1.17,22.19,0.19,21.39,0.08,21.09,0.09,20.82,0.28,-0.0013109999999999999,0.0009400000000000001,1.39,nan,nan,nan
52387,Huitzilopochtli,1.282102729,0.189725175,24.15440373,17.7,nan,0.89,0.304,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002251,0.00164,1.37,nan,nan,nan
65733,1993PC,1.153782033,0.47419629,4.151040335,18.3,nan,nan,nan,4.185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.73,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000671,0.00049,1.37,nan,nan,nan
443837,2000TJ1,1.160532654,0.080916248,39.53764768,19.5,nan,0.253,0.04,14.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0009710000000000001,0.0007099999999999999,1.37,nan,nan,nan
5869,Tanith,1.811988486,0.321468889,17.9233726,17.2,nan,nan,nan,17.519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0019219999999999999,0.00145,1.33,nan,nan,nan
513126,1998QP,1.785701698,0.582279875,9.352973084,21.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0038420000000000004,0.0029100000000000003,1.32,nan,nan,nan
163348,2002NN4,0.876394332,0.434526026,5.417650525,20.1,nan,0.735,0.243,14.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00132,0.00101,1.31,nan,nan,nan
5189,1990UQ,1.552401313,0.47834142,3.578357292,17.8,nan,nan,nan,6.653,nan,nan,317.0,-79.0,nan,nan,nan,nan,nan,nan,0.62,1.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001222,0.0009400000000000001,1.3,nan,nan,nan
152742,1998XE12,0.878224886,0.739157446,13.4350068,19.1,nan,0.413,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001411,0.00109,1.29,nan,nan,nan
455594,2004SV55,1.759187056,0.658313977,41.16992655,17.9,nan,1.625,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001189,0.0009400000000000001,1.26,nan,nan,nan
363116,2001GQ2,1.214380698,0.503112763,21.82173826,20.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001029,0.00082,1.25,nan,nan,nan
15745,Yuliya,1.719662308,0.255181094,14.42831299,17.3,nan,nan,nan,3.249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0006,0.00047999999999999996,1.25,nan,nan,nan
8176,1991WA,1.574917894,0.643187815,39.59826174,16.9,nan,nan,nan,7.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00086,0.0007099999999999999,1.21,nan,nan,nan
450293,2004LV3,1.231215477,0.275646924,35.34371061,18.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002006,0.0016899999999999999,1.19,nan,nan,nan
137805,1999YK5,0.829380434,0.55832295,16.74635667,16.7,nan,2.243,0.026,3.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000627,0.00053,1.18,nan,nan,nan
162567,2000RW37,1.247553147,0.250267225,13.74793237,19.9,nan,0.335,0.007,2.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0016649999999999998,0.0014199999999999998,1.17,nan,nan,nan
455415,2003GA,1.281544171,0.191237041,3.842210371,21.2,nan,nan,nan,5.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033759999999999997,0.00288,1.17,nan,nan,nan
9856,1991EE,2.243190498,0.626022497,9.82700027,17.4,nan,1.0,nan,3.045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,0.28,21.7,0.17,20.23,1.1,19.67,0.02,19.41,0.02,19.54,0.07,0.001184,0.0010199999999999999,1.16,nan,nan,nan
523586,1999LK1,0.906929033,0.332688572,11.92687932,22.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000987,0.0008699999999999999,1.13,nan,nan,nan
162483,2000PJ5,0.872682872,0.37365693,51.18364254,17.4,nan,0.906,0.009,2.642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000895,0.00079,1.13,nan,nan,nan
65706,1992NA,2.39712385,0.555515589,9.638792907,16.5,nan,nan,nan,3.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.15,0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001129,0.001,1.13,nan,nan,nan
141498,2002EZ16,0.921591975,0.566578144,30.1416597,18.4,nan,nan,nan,5.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001201,0.00112,1.07,nan,nan,nan
302169,2001TD45,0.796747801,0.777475653,25.3907518,19.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001192,0.00115,1.04,nan,nan,nan
17511,1992QN,1.189978887,0.358838054,9.582650846,17.3,nan,nan,nan,5.99,nan,nan,120.0,-18.0,nan,nan,nan,nan,nan,nan,0.66,1.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000336,0.00033999999999999997,0.99,nan,nan,nan
523595,2002OS4,1.923462351,0.453828095,26.81095871,18.3,nan,0.658,0.184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000938,0.00095,0.99,nan,nan,nan
9162,Kwiila,1.496614276,0.595317234,9.00773309,17.8,nan,1.127,0.233,15.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007059999999999999,0.00072,0.98,nan,nan,nan
333889,1998SV4,0.816478447,0.641970502,53.29569323,18.2,nan,0.919,0.269,2.817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000794,0.00085,0.93,nan,nan,nan
1866,Sisyphus,1.89369921,0.538083305,41.19929069,12.4,nan,8.48,nan,2.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000226,0.00025,0.9,nan,nan,nan
243025,2006UM216,2.676210526,0.52308634,15.87186009,16.0,nan,2.123,0.778,31.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00105,0.00122,0.86,nan,nan,nan
494658,2000UG11,1.928429328,0.572868628,8.922385534,20.4,nan,nan,nan,4.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003496,0.00427,0.82,nan,nan,nan
136617,1994CC,1.637667328,0.417049747,4.681378024,17.7,nan,nan,nan,2.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001092,0.0014199999999999998,0.77,nan,nan,nan
7889,1994LX,1.261379779,0.346315355,36.91250845,15.2,nan,1.68,0.07,2.741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000392,0.00053,0.74,nan,nan,nan
141018,2001WC47,1.398809061,0.24116618,2.869123512,18.9,nan,nan,nan,16.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000541,0.00074,0.73,nan,nan,nan
NaN,2020GE,1.005738232,0.039472137,2.284204381,28.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029558,0.079986,0.37
NaN,2004JN1,1.085311316,0.175683567,1.501884135,23.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.009416,0.025615,0.37
66146,1998TU3,0.787261715,0.483693697,5.406999506,14.5,nan,2.864,1.165,2.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00016,0.00045,0.36,nan,nan,nan
3103,Eger,1.404234015,0.35414918,20.9308809,15.2,nan,1.5,nan,5.71,nan,nan,226.0,-70.0,nan,nan,nan,nan,nan,nan,0.49,1.18,19.44,0.03,18.03,0.02,17.38,0.01,17.24,0.02,17.15,0.02,-7.6e-05,0.00022999999999999998,0.33,nan,nan,nan
35107,1991VH,1.137326481,0.144266479,13.911640405,16.76,nan,0.929,0.035,2.624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.7e-05,0.000268,0.29
NaN,2012LA,1.040317247,0.021541923,3.15878067,27.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079101,0.328067,0.24
NaN,2011MD,1.056337418,0.037035417,2.44531571,28.0,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03664,0.156686,0.23
438661,2008EP6,1.209043242,0.29326317,17.72318874,19.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000143,0.00448,0.03,nan,nan,nan
96590,1998XB,0.907843987,0.351170175,13.60473959,16.2,nan,0.882,0.217,520.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5e-06,0.00042,0.01,nan,nan,nan
